总数 18103
9832 三年等个闰腊月——总有那一天
9833 乌龟吃秤砣——铁了心
9834 娃娃看飞机——人小见识高
9835 老何家的姑娘嫁给老郑家——正合适
9836 马白脸儿养儿——一报还一报
9837 棺材上开气孔——死出风头
9838 蛤蟆剥皮——心不死
9839 把脑袋伸进老虎嘴里——没命了
9840 石头缝里穿笋——今世总归冒出来
9841 驴粪蛋上插花——臭美
9842 老虎嘴里掏食儿——自找倒霉
9843 挑着棉花过刺笆林——东拉西扯
9844 客厅里挂狗皮——什么话
9845 无头的苍蝇——瞎碰
9846 飞过鸟看出雌雄——好眼力
9847 八抬大轿没了底——丢人了
9848 朝中无人莫做官——没靠山
9849 口袋里取糍粑——现拿
9850 刚出笼的糖包子——热乎乎，甜蜜蜜
9851 受了潮的米泡——皮了
9852 正骨大夫——拿捏人
9853 滚石下山——一砸到底
9854 车轱辘——总是随着轴心转
9855 断根的香椿——难发芽
9856 癞蛤蟆上樱桃树——尽想高口味
9857 马勺子碰锅沿儿——免不了
9858 高字边上加提手——敢情是要搞两下
9859 水推菩萨——绝妙
9860 抓了芝麻丢西瓜——主次不分
9861 老虎吃肉——亲自下山
9862 膊拉盖钉掌——跑蹄了
9863 倒了油瓶子不扶——懒到家了
9864 牛犊子扑蝴蝶——看着容易做着难
9865 剃头师傅用锥子——不是路数
9866 灶前的老虎——屋里凶
9867 多面菩萨的脸——冷热无常
9868 叫花子跌在石灰堆里——一穷二白
9869 老虎头上拍苍蝇——好大的胆子
9870 吊扇下便倾偈——讲风凉话
9871 三十晚上翻皇历——只看过去，不看将来
9872 掀嘴驴子不值钱——贱在嘴上
9873 小榄朋友——无好过有
9874 煤球放在石灰里——黑白分明
9875 太岁头上动土——没人敢动
9876 门洞洞里敲锣鼓——里里外外鸣声响
9877 馋狗等骨头——急不可待
9878 袍子改成大夹袄——翻拙弄巧
9879 鸡毛与蒜皮——微不足道
9880 实心竹子吹火——一窍不通
9881 家雀抬杠——瞎嚷嚷
9882 脚底下踩棒槌——立场不稳
9883 猴子耍拳——小架势
9884 哑巴挨打——痛死也不开腔
9885 老鼠尾巴上害疖子——出脓也不多
9886 王八钻灶炕——憋气又窝火
9887 竹筒子吹火——只有一个心眼
9888 窗口敲大锣——里外都响当当
9889 鞋底抹油——趁早溜
9890 火绒子脑袋——沾火就着
9891 春天的杨柳——分外亲
9892 镰刀对斧头——硬碰硬
9893 懒婆娘的裹脚布——又长又臭
9894 茶杯盖上放鸡蛋——靠不住
9895 丁是丁，卯是卯——办事认真
9896 啄木鸟发疟疾——嘴硬身子虚
9897 过冬的田螺遇春水——扬眉吐气
9898 铁掌钉在马腿上——太离题
9899 狗尾巴草长在墙逢里——根子不正
9900 旱骡子变的——听不懂人话
9901 染坊里吹笛子——有声有色
9902 一个跳蚤顶不起一床被窝——独力难撑
9903 心里开了油盐铺——不是滋味
9904 大河决了堤——放任自流
9905 瞎子掉下崖——凶多吉少
9906 老虎没了皮——威风扫地
9907 石灰布袋——到处留迹
9908 鸡毛掸沾水——时髦
9909 做贼的碰上强盗——赶巧了
9910 狐狸嫁黄鼠狼——都是骚货
9911 破被子裹元宝——好的在里面
9912 黑脸演花旦——变了角色
9913 打破脑袋扇子扇——豁了
9914 三十晚上看历书——以后没得日子
9915 娘疼闺女——实心实意
9916 张天师忘了咒——符也不灵了
9917 刀子刻碑——尽说实话
9918 跳蚤充龙种——冒牌货
9919 傻子扛房梁——顶在这儿了
9920 卖不了的秫秸——戳那里
9921 盆子里摆山水——假景
9922 冬瓜撞木钟——想也不想
9923 担雪填井——没有满的时候
9924 孔雀头上绑鸡毛——一语双关
9925 苍蝇采花——装疯
9926 见了霜的叫蝈蝈——快完啦
9927 红娘牵线——成人之美
9928 说书的职业——耍嘴皮子
9929 进了站的火车头——又窝火，又泄气
9930 贾宝玉出家——看破红尘
9931 一脚踢在肚子上——碰心
9932 瞎子跳崖——心中没数儿
9933 临刑不告饶——执迷不悟
9934 耗子逗猫——没事找事
9935 把糖抹在鼻尖儿上——想舔舔不着
9936 大年初一见到人——尽说恭维话
9937 热窝上的蚂蚁——急得团团转
9938 秃子不要说和尚——脱了帽子一个样
9939 鸡市鸭市——鸽子另一市
9940 芝麻田里撒黑豆——杂种
9941 卖米不带升——居心不良
9942 一枪打死个苍蝇——不够火药钱
9943 孔夫子放屁——文气冲天
9944 出门捡棒槌——攥到手了
9945 河底的卵石——光溜溜的
9946 离群的羊羔——孤孤单单
9947 高山头上点灯——来明的
9948 袖筒里摆席——有福自个享
9949 张士贵挨刀——想拖落时辰
9950 老牛拖破车——越拖越重
9951 木头脑瓜挨刀——不记疼
9952 老太太穿毡袜——毛了脚
9953 黄鼠狼钻烟囱——越钻越黑
9954 破船沉在死水沟——没有出路
9955 一桶开水烫在狗身上——遍体鳞伤
9956 八十岁婆婆穿袜子——老一套
9957 蚂蚱眼睛——长长了
9958 蚊虫咬麻石——太不量力
9959 打铁烤烟了裤裆——没看火色
9960 园子里的辣椒——红到顶了
9961 墙头上的草——哪边风硬哪边倒
9962 猴子吃辣椒——红了眼
9963 屁股上捅一刀——背后整人
9964 盐店掌柜吃冰棒——贤良人
9965 狗瞧星星——模糊
9966 戏台上的小卒——走过场
9967 毛笋脱壳——节节高
9968 老母猪吧嗒嘴——要糟
9969 被窝里不见了针——不是婆婆就是孙
9970 关公面前耍大刀——自不量力
9971 唐三藏取经——好事多磨
9972 狗尾巴熬西葫芦——不是滋味
9973 出家做和尚——没发儿
9974 贱陀螺——不打不转
9975 铁匠铺卖豆腐——软硬兼施
9976 吃鱼不吐骨头——说话带刺
9977 太阳地里打电筒——多此一举
9978 山叫驴下蚂蚱——一辈不如一辈
9979 鸡毛擀毡子——拾不成个儿
9980 吹喇叭仰脖——起高调
9981 包公断案——铁面无私
9982 周郎妙计安天下——赔了夫人又折兵
9983 鸡毛过大秤——没分量
9984 张飞拿耗子——大眼瞪小眼
9985 黄鼠狼嘴下逃出的鸡——好运气
9986 扳倒葫芦洒了油——一不做，二不休
9987 石缝里的笋——强出头
9988 老虎蹄蹄下逮兔——危险得很
9989 染的白儿——不上色
9990 外屋里的灶君爷——独座儿
9991 风地里的一盏灯——说灭就灭
9992 大江边的小雀——见过些风浪
9993 铁打的锁链——一环套一环
9994 搬起碾盘打月亮——自不量力
9995 古装穿皮鞋——不协调
9996 瞎牛蝶飞在眉毛上——咬不着眼
9997 棺材里伸出手来——临死还想捞一把
9998 烧了庙的土地爷——走投无路
9999 稀饭倒进口袋里——装糊涂
10000 头顶上生眼睛——目空一切
10001 铁锤砸西瓜——不好收拾
10002 土地庙里长草——慌神
10003 跛子屁股——邪门
10004 牛头安在羊身上——错放了头
10005 师字头上去了横——真帅
10006 裤兜子里抹黄泥——不是屎也是屎
10007 苍蝇钻茅房——沾腥惹臭
10008 叫花子吃豆腐——一穷二白
10009 没舵的船儿——放任自流
10010 张飞纫针——大眼瞪小眼
10011 缺腿的狐狸——没跑儿
10012 飞机上吹喇叭——高明
10013 显道神跑龙套——越大越没出息
10014 糠筛筛了用绢筛——真细
10015 床底下拜年——抬不起头来
10016 关公进曹营——单刀直入
10017 棒槌里插针——粗中有细
10018 癞蛤蟆垫床脚——纵高也有限
10019 石狮子的鼻子——难开窍
10020 馒头不熟——火候不到
10021 豁牙子啃西瓜——道道多
10022 大槐树上挂电灯——四方有明
10023 二两棉花四张弓——弹不上
10024 十八两一斤——翘起来了
10025 包脚布当帽子——高升
10026 对着墙壁流泪——独自悲伤
10027 煎过三遍的药渣——早该倒了
10028 矮子面前说短话——惹人多心
10029 缚在桩上的叫驴——绕圈转
10030 井底之蛙——所见不大
10031 把好心眼挂在鼻子上——专为别人看
10032 铡刀剃秃头——硬拿着脑袋瓜子玩
10033 提着马灯下矿井——步步深入
10034 田坛丢簸箕——不知仰着还是扣着
10035 老八子拉车——谁敢
10036 隔夜的豆包儿——还粘着
10037 阴曹地府打官司——鬼给你讲理
10038 黄连酿酒——苦打成糟
10039 大爆仗掉进河里——没想
10040 开棺验尸——追查到底
10041 狮子龙灯一起舞——热闹非凡
10042 拉大旗做虎皮——装面子
10043 坛子里放炮仗——闷声闷气的
10044 小和尚给大和尚搔痒——反正都是庙里事
10045 剃头匠的担子——一头热，一头冷
10046 手榴弹冒烟——近不得身
10047 头发胡子一把抓——不分个青红皂白
10048 檀香木做锅盖——用材不当
10049 房顶的冬瓜——两边滚
10050 拜年踩高跷——什么角
10051 猴子爬杆狗钻圈，黄鼠狼专钻水道眼——各有各的门道
10052 唐山的火车——倒霉
10053 蒜头疙瘩戴冷帽——装大头鬼
10054 高粱秆推磨子——玩不转
10055 断了弦的提琴——没了响声
10056 多年的旧被絮——老套子
10057 飞机上扔石头——一落千丈
10058 胳肢窝里放屁——没影子的事
10059 开水洗脸——难下手
10060 大雪天走道——一步一个脚印
10061 煮熟的鸭子——飞不了
10062 陷阱里伸腿儿——自讨苦吃
10063 腊皮鱼篓——滴水不漏
10064 没砣的秤杆——压不住斤两
10065 茶壶里的风暴——大不了
10066 闭着眼睛摸田螺——瞎摸一气
10067 拿着算盘——找仗打
10068 小孩子敲锣鼓——各敲各
10069 砍倒的樟树——死不干心
10070 鸡毛做毽子——闹着玩的
10071 酱菜缸里泡石头——一言难尽
10072 擀面杖变成吹火筒——多了个窟眼
10073 航天飞机出发——远走高飞
10074 兔子算卦——心惊肉
10075 芥末拌凉菜——各有所爱
10076 黄金入柜——万年的大事
10077 烧火棍打驴——剩了关截
10078 耗子给猫拜年——拼命巴结
10079 石头做屋基——永世不得翻身
10080 卖油的不打盐——不管闲事
10081 车工三班倒——连轴转
10082 麻绳拴豆腐——没法提
10083 唐三藏读佛经——出口成章
10084 老母猪晃尾巴——闲磨
10085 黑瞎子头上长犄角——还是那个熊样子
10086 南天门唱戏——没声没影
10087 两手托刺猬——棘手
10088 戏台上赌咒——口是心非
10089 头上站鸭子——顶呱呱
10090 晚期肺结核——空空洞洞
10091 螃蟹吃豆腐——搞得乱七八糟
10092 老太太吃牛筋——食而不知其味
10093 城外头开钱庄——外行
10094 吃上豆芽喝凉水——放的两半儿屁
10095 小丑跳梁——自取灭亡
10096 一脚踏上磅秤台——举足轻重
10097 狐媚子打嚏喷——腌胰了风气
10098 葵花结籽——心眼多
10099 半天云里打灯笼——糟糕
10100 蚂蝗缠住鹭鸶脚——要想脱来不得脱
10101 黄河里的水泡——随大溜
10102 三钱银子买了个老驴——自夸奇得
10103 胡子上的饭粒——吃不饱肚子
10104 困鸟出笼——展翅飞翔
10105 疤瘌眼照镜子——自找难看
10106 小孩儿看西洋景——呆住了
10107 瞎子买日历——胡扯
10108 两股道上跑车——撞不上
10109 锈坏的铁钉——抠不出来
10110 玻璃上磨花——抠不掉
10111 虎入羊群——无一敢当
10112 麻包做裙子——不是块料子
10113 黄鼠狼蹲在鸡窝里——投机
10114 打蛇随棍上——因势利导
10115 武大郎抬大鼓——另找别人
10116 未过门的黄花女——没计
10117 胡子上挂霜——一吹就了
10118 蚂蚁搬家——黑团团
10119 喝盐开水聊天——尽讲闲话
10120 银圆当镜子——认钱不认人
10121 泥人吃饺子——难言
10122 被窝里的跳蚤——能蹦到哪里去
10123 十个指头按跳蚤——一个也按不住
10124 棉花卷儿找锣——没回音
10125 耳挖勺舀海水——不显眼
10126 陈年的老酒——搁的时间越长越值钱
10127 大槐树上挂电灯——四方有名
10128 数九寒天穿单裤——抖起来了
10129 没上过笼头的马——撒野惯了
10130 胖老婆骑瘦驴——肥瘦相搭
10131 席辫子上走棋子儿——不对路数
10132 正月十五耍猴儿——小打小闹
10133 嫩竹扁担——挑不起重担
10134 拆了茅房盖楼房——底子臭
10135 坛子里放炮仗——闷声闷气
10136 寒冬腊月打雷——成不了气候
10137 干打雷不下雨——咋呼
10138 金弹子打麻雀——为小失大
10139 墙头上吹喇叭——里外叫得响
10140 车到山前——必有路
10141 初出锅的糍粑——软做一塌
10142 布袋装水——一场空
10143 翻船抓到救生圈——绝处逢生
10144 鳝鱼的脑袋——又奸又猾
10145 你有骏马我有金鞍——配得起你
10146 三月的阴天抹开脸——还了阳
10147 猪油渣子发白——短炼
10148 肥猪拱庙门——十分好的运气
10149 花公鸡的尾巴——翘得高
10150 三人分两馍——咋办
10151 下锅的面条——拎不起来
10152 王八咬手指——死不松口
10153 王八钻灶坑——憋气又窝火
10154 芦柴花弹棉被——不是正胎子
10155 大厅里放盆火——满堂红
10156 玉帝下请帖——天大的好事
10157 石头做梦——瞎编
10158 清水煮挂面——有言在先
10159 属魏延的——吃里扒外
10160 干潭子摸鱼——难得
10161 珠走玉盘——出不了圈儿
10162 望远镜观天——一孔之见
10163 盐堆里爬出来的——咸话不少
10164 吃了蜂蜜——心里甜
10165 瓜子里出臭虫——啥仁儿都有
10166 破筛子贴膏药——千孔百疮
10167 坛子里的乌龟——净等着挨抓
10168 池塘里的浮萍——浮在表面
10169 育公打灯笼——照见别人，照不见自己
10170 大风地里点油灯——一吹就了
10171 阴沟头的泥巴——糊不上墙
10172 李自成兵临城下——要崇祯爷上吊
10173 四月的青蛙——还能叫一阵子
10174 九曲桥上扛竹竿——转弯抹角
10175 山鹰站在崖顶上——站得高，看得远
10176 性急吃不了热豆腐——要冷一下
10177 糖衣药丸——苦在肚里
10178 孩子的脸——说变就变
10179 外甥打灯笼——照舅
10180 大龙不吃小干鱼——看不上眼
10181 吃多了盐——尽讲闲话
10182 短裤子塞袜统——相差一大截
10183 耗子追猫——找别扭
